Date,Location,MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
15/02/2009,Albury,13.3,31.3,0,50,23,1016.2,1012.8,19.2,29.2,No,No
16/02/2009,Albury,17.2,31.1,0,43,22,1017.7,1013.8,21.4,29.5,No,No
17/02/2009,Albury,12.5,28.8,0,46,17,1017.2,1013.5,18,27,No,No
18/02/2009,Albury,18,32,0,44,22,1012.4,1007.5,22.1,30.7,No,No
19/02/2009,Albury,16.2,34,0,53,16,1007.8,1004.5,21,32.7,No,No
20/02/2009,Albury,18.7,29.1,0,45,39,1010.1,1010.8,21.5,26.8,No,No
21/02/2009,Albury,13.7,31.7,0,63,19,1012.5,1010.4,19.3,29.8,No,No
22/02/2009,Albury,15.5,33.2,0,49,23,1015.6,1012.4,20.9,31.3,No,No
23/02/2009,Albury,14.3,34,0,48,10,1013,1009.2,20.7,33.4,No,No
24/02/2009,Albury,12.9,29.6,0,54,14,1014,1012.7,18.7,28.6,No,No
25/02/2009,Albury,8.9,31.9,0,49,16,1016.6,1013.4,15,29.3,No,No
26/02/2009,Albury,15,32.7,0,43,19,1017.8,1015,20.7,30.5,No,No
27/02/2009,Albury,15.4,32.6,0,53,25,1016.2,1012.6,20,30.8,No,No
28/02/2009,Albury,16,34.5,0,44,14,1007.5,1004.6,22.2,33.6,No,No
01/03/2009,Albury,12.8,30.3,0,53,27,1010.5,1008.7,17.3,28.1,No,No
02/03/2009,Albury,13.2,31.9,0,53,25,1014.1,1011.6,18,29.8,No,No
03/03/2009,Albury,18,31.1,0,58,35,1014.7,1009,23,29.2,No,No
04/03/2009,Albury,13.8,22.1,0.2,57,26,1014.5,1013.1,15.6,21.9,No,No
05/03/2009,Albury,11.5,22,0,60,33,1013.7,1011.8,13.9,21.4,No,No
06/03/2009,Albury,7.6,24,0,52,23,1014.5,1012,12.6,22,No,No
07/03/2009,Albury,8.3,27.9,0,58,22,1015.2,1012.4,13.3,27,No,No
08/03/2009,Albury,11,30.2,0,54,20,1017,1014.7,17.6,28.8,No,No
09/03/2009,Albury,13.8,31.8,0,49,28,1019.7,1015.9,18.6,30.5,No,No
10/03/2009,Albury,15.5,32,0,51,25,1019.5,1016.2,20.1,30.8,No,Yes
11/03/2009,Albury,18.4,30.5,1.2,57,23,1021.3,1018,21.5,29.6,Yes,No
12/03/2009,Albury,20.9,25.7,0,52,90,1019.5,1018.9,22.2,18.8,No,Yes
13/03/2009,Albury,17.1,25.8,5.8,82,68,1017.4,1014.7,19,23.8,Yes,Yes
14/03/2009,Albury,16.4,27,3,82,74,1012.7,1008,19.9,19.7,Yes,Yes
15/03/2009,Albury,10,19.7,11.6,62,41,1013.4,1012,12.7,18.3,Yes,No
16/03/2009,Albury,8.8,21.9,0,78,34,1013.3,1011.6,12.2,20.5,No,No
17/03/2009,Albury,8.4,25.3,0,78,34,1015.6,1013.2,12.1,23.9,No,No
18/03/2009,Albury,9.3,28,0,76,19,1017.4,1013.9,14.7,27.2,No,No
19/03/2009,Albury,11.3,30.1,0,56,15,1016.3,1013.6,14.7,29.3,No,No
20/03/2009,Albury,11.5,33.5,0,50,13,1016.5,1013.6,17.4,32.6,No,No
21/03/2009,Albury,13.8,33.6,0,47,17,1017,1013.1,18.8,33.5,No,No
22/03/2009,Albury,14.6,30,0,56,30,1014.8,1012.7,18.1,29,No,No
23/03/2009,Albury,14.4,31.6,0,63,25,1013.7,1011.8,18.8,31.4,No,No
24/03/2009,Albury,10.8,31.9,0,62,20,1016.5,1014.4,15.4,30.7,No,No
25/03/2009,Albury,15.4,22.3,0.4,69,78,1017.4,1019.2,18.3,19.6,No,Yes
26/03/2009,Albury,13.3,29.8,1.8,87,26,1019.1,1017.2,16.2,29.2,Yes,No
27/03/2009,Albury,10.1,27.6,0,63,30,1023,1020.7,16.5,26.8,No,No
28/03/2009,Albury,9.1,28.9,0,60,26,1023.8,1020.6,14,27.7,No,No
29/03/2009,Albury,10.4,31.2,0,60,18,1022.4,1019.1,16,29.9,No,No
30/03/2009,Albury,13.4,30.4,0,57,16,1023,1019.5,17.2,29.2,No,No
31/03/2009,Albury,12.3,29.9,0,61,25,1023.2,1019.5,17.1,28.6,No,No
01/04/2009,Albury,12.2,30.6,0,59,22,1022.6,1019.4,16.6,29.5,No,No
02/04/2009,Albury,14.3,32.1,0,59,30,1022.6,1018.4,18.4,30.9,No,Yes
03/04/2009,Albury,18.4,28.1,8.6,92,49,1018.8,1012.9,19,27.4,Yes,Yes
04/04/2009,Albury,10.7,21.4,12.6,60,33,1019.8,1019.3,13.9,20.3,Yes,No
05/04/2009,Albury,7.8,21.7,0,72,37,1020.4,1016.5,12.9,21.2,No,No
06/04/2009,Albury,8.1,21.4,0,58,20,1021.8,1019.6,13.8,20.9,No,No
07/04/2009,Albury,7.5,22.5,0,55,27,1026.7,1023.5,13.3,21.6,No,No
08/04/2009,Albury,8.2,24,0,60,30,1027.1,1023.4,13.8,23.5,No,No
09/04/2009,Albury,8.1,25.7,0,67,27,1024.2,1019.6,15.1,25,No,No
10/04/2009,Albury,11.6,26.7,0,59,42,1021.5,1017.7,16.4,24.3,No,Yes
11/04/2009,Albury,13,24.9,8.4,75,47,1024.4,1020.3,18,24.4,Yes,Yes
12/04/2009,Albury,13.5,24.2,6.2,88,52,1024.1,1020.8,15.4,23.1,Yes,No
13/04/2009,Albury,9.9,25.4,0,65,35,1023,1018.7,16.1,25,No,No
14/04/2009,Albury,12.2,25,0,68,39,1016.3,1011.6,16.2,24.6,No,No
15/04/2009,Albury,10.7,21.9,0,44,27,1008.2,1009.8,20.5,18.9,No,No
16/04/2009,Albury,3.5,20,0,65,30,1016.3,1012.8,9.6,19.4,No,No
17/04/2009,Albury,6.6,21.6,0,59,39,1018.5,1016.8,12.6,21.6,No,No
18/04/2009,Albury,7,23.4,0,73,37,1022.8,1019.3,12.4,22.9,No,No
19/04/2009,Albury,11.2,23.9,0,54,33,1022.7,1019.6,18,23.6,No,No
20/04/2009,Albury,7.4,22,0,58,29,1023.6,1020,14.1,21.3,No,No
21/04/2009,Albury,5.7,21.4,0,68,39,1025.2,1020.9,12.2,20.9,No,No
22/04/2009,Albury,6.2,22.7,0,73,33,1026,1021.6,11.2,22.3,No,No
23/04/2009,Albury,6,22.9,0,68,34,1021.3,1015.7,12.9,22.6,No,No
24/04/2009,Albury,10.6,16.2,0,74,86,1008.9,1002.4,14.9,15.1,No,Yes
25/04/2009,Albury,12.9,15.8,20,83,89,1004.8,1000.9,13.3,14.5,Yes,Yes
26/04/2009,Albury,8.6,12.9,21,77,62,1004,1003.3,9.5,11.6,Yes,Yes
27/04/2009,Albury,4.5,11.5,3.2,82,79,1013.8,1013.5,7.6,9.4,Yes,Yes
28/04/2009,Albury,7.6,14.5,4.8,83,48,1018,1018.3,10.1,14,Yes,No
29/04/2009,Albury,5.4,12.2,0,62,46,1023.1,1020.9,8.2,12.1,No,No
30/04/2009,Albury,2.1,16.5,0,70,38,1023.4,1021.5,7.9,16.1,No,No
01/05/2009,Albury,1.8,17,0,77,44,1026,1023.2,7.2,16.3,No,No
02/05/2009,Albury,7.2,19.2,0,81,49,1026.9,1024,10.1,19.1,No,No
03/05/2009,Albury,4.6,18.9,0,75,51,1028.7,1025.9,10.6,18.5,No,No
04/05/2009,Albury,4.2,19.1,0,86,44,1029.8,1027.3,9.6,18.8,No,No
05/05/2009,Albury,5.2,18.8,0,71,47,1031.4,1028.1,10.3,18.4,No,No
06/05/2009,Albury,4.1,19.3,0,82,49,1028.5,1024.6,10,19.2,No,No
07/05/2009,Albury,3.2,18.4,0,86,49,1026.2,1023.6,8.3,18.2,No,No
08/05/2009,Albury,4.3,19,0,68,36,1028.8,1025.8,11,18.5,No,No
09/05/2009,Albury,3.7,20.5,0,78,45,1026,1021.8,9.4,20.2,No,No
10/05/2009,Albury,5.4,19.5,0,69,40,1025.1,1022.3,11.7,19.1,No,No
11/05/2009,Albury,4.3,17.7,0,89,53,1025.6,1022.2,8.5,17.7,No,No
12/05/2009,Albury,3.6,18.5,0,81,49,1022.3,1018.5,9.1,18,No,No
13/05/2009,Albury,3.6,15.1,0,86,61,1018.4,1015.7,7.5,14.6,No,No
14/05/2009,Albury,6.9,16.3,0,77,59,1015.3,1013.1,10.3,15.3,No,No
15/05/2009,Albury,10.3,16.6,0,82,63,1015,1011,12.9,15.9,No,Yes
16/05/2009,Albury,12.4,16.4,1.8,82,54,1011.8,1013.4,13,14.5,Yes,No
17/05/2009,Albury,3,15.6,0,83,61,1022.5,1019.3,7,14.7,No,No
18/05/2009,Albury,2.6,19.7,0,82,34,1024.7,1021.2,8.8,18.7,No,No
19/05/2009,Albury,3.7,19.1,0,87,51,1023.6,1019.9,7.4,18.9,No,No
20/05/2009,Albury,5.1,18.6,0,75,57,1022.8,1020.5,12.4,18,No,No
21/05/2009,Albury,4.4,19.8,0,81,48,1025.2,1022.3,9.4,19.1,No,No
22/05/2009,Albury,4.7,19.8,0,75,43,1025.2,1021.4,10.1,19.6,No,No
23/05/2009,Albury,6.2,22.9,0,71,37,1022.2,1019.4,11.9,21.7,No,No
24/05/2009,Albury,6.7,21.1,0,69,43,1025,1022.1,12.5,20.8,No,No
25/05/2009,Albury,9.3,20.3,0,77,50,1024.6,1019.7,11.6,19.5,No,Yes
26/05/2009,Albury,11.6,18.1,4.2,97,74,1021.4,1019.2,13.6,17.4,Yes,No
27/05/2009,Albury,8,16.2,0.8,99,58,1021.7,1019.3,10.1,15.6,No,No
28/05/2009,Albury,2.6,15.7,0,91,48,1023.4,1021.6,7.1,15.3,No,No
29/05/2009,Albury,2.2,16.5,0,67,44,1025.6,1024,10.2,15.9,No,No
30/05/2009,Albury,2.2,16.8,0,65,44,1030.3,1028.5,9.6,16.7,No,No
31/05/2009,Albury,1.7,17.1,0,73,46,1034.1,1029.9,8,16.8,No,Yes
01/06/2009,Albury,8,14.3,1.2,88,75,1031.9,1029.2,9.2,14,Yes,Yes
02/06/2009,Albury,8.4,13.4,1.4,78,75,1029.3,1026.2,10.6,13.4,Yes,Yes
03/06/2009,Albury,10.6,14.3,4.8,85,97,1023.5,1020.4,12.4,13,Yes,Yes
04/06/2009,Albury,8.9,17.4,8,99,58,1021,1017.5,11.3,16.5,Yes,No
05/06/2009,Albury,2.8,16.1,0,86,57,1017.9,1015.1,7.6,15.6,No,No
06/06/2009,Albury,1.7,10.5,0.2,99,91,1015.2,1011.1,4.7,10.2,No,Yes
07/06/2009,Albury,4.7,11.6,14.4,93,80,1007.5,1006.3,10,11.5,Yes,Yes
08/06/2009,Albury,9,12,4.6,88,79,1009.6,1008.7,10.3,11.4,Yes,Yes
09/06/2009,Albury,6.3,8.8,2,92,95,1011.1,1008.3,6.8,7.9,Yes,Yes
10/06/2009,Albury,3,10.5,5.6,77,56,1017.6,1018.4,4.9,9.7,Yes,No
11/06/2009,Albury,-2,9.6,0,84,72,1025.1,1023,2.2,8.8,No,No
12/06/2009,Albury,-1.3,8.2,0,99,72,1025.7,1022.2,1.9,7.9,No,No
13/06/2009,Albury,1.8,12.4,0,86,60,1018.3,1013,5.9,12.1,No,No
14/06/2009,Albury,2,15.8,0,82,49,1011.8,1009.3,6.5,15.5,No,No
15/06/2009,Albury,0.5,14.9,0.4,99,63,1013.9,1012.8,5.4,13.9,No,No
16/06/2009,Albury,1.2,17.7,0,83,49,1022.3,1022.2,6.6,15.4,No,No
17/06/2009,Albury,0.6,15.9,0,94,52,1029.7,1027.7,5.6,14.9,No,No
18/06/2009,Albury,0.5,14.7,0,99,63,1031.6,1028.6,4.7,14.5,No,No
19/06/2009,Albury,0.5,15.3,0,93,56,1030.8,1027.1,5.4,15.1,No,No
20/06/2009,Albury,0.9,17.3,0,85,56,1025.7,1020.6,7,16.7,No,Yes
21/06/2009,Albury,7,17,1.6,99,71,1021.9,1018.6,8.3,16.4,Yes,Yes
22/06/2009,Albury,5,14.9,5.6,99,78,1020.7,1018.6,9.1,13.6,Yes,No
23/06/2009,Albury,3.9,15.5,0,99,70,1020.2,1016.4,8.3,15.2,No,Yes
24/06/2009,Albury,7.7,14.1,6,81,65,1014.9,1012.7,9.6,13.7,Yes,No
25/06/2009,Albury,4.7,12.2,0,99,75,1015.5,1012.7,6.9,11.6,No,Yes
26/06/2009,Albury,6.9,13.7,4.4,99,73,1011.6,1008.1,8.4,13,Yes,No
27/06/2009,Albury,8.4,11.9,0,79,81,1007.8,1005.5,10.3,11.3,No,Yes
28/06/2009,Albury,9.3,12.3,5.4,98,76,1007.5,1006.6,9.8,12.3,Yes,Yes
29/06/2009,Albury,8.2,15.7,3.6,91,69,1011.4,1009.4,10.1,15.6,Yes,Yes
30/06/2009,Albury,9.1,16.1,2,78,73,1007.6,1001,13.5,15.3,Yes,Yes
01/07/2009,Albury,8.3,13.3,8.4,85,68,1006.5,1005.2,9.5,13.1,Yes,Yes
02/07/2009,Albury,8.8,11.6,5,88,74,1009.4,1006.8,8.8,11.4,Yes,Yes
03/07/2009,Albury,7.6,12,7.8,82,62,1008.6,1009.6,7.8,11.7,Yes,No
04/07/2009,Albury,5.7,13.2,0,91,76,1016.3,1014.9,7.9,12.6,No,No
05/07/2009,Albury,3.4,12.4,0,80,56,1019.9,1019,7,12,No,No
06/07/2009,Albury,0,12.1,0,99,65,1022.4,1020.4,2.3,11.4,No,No
07/07/2009,Albury,-1.5,12.5,0,91,46,1026,1024.6,2.4,12.4,No,No
08/07/2009,Albury,-1.7,13.8,0,84,54,1030.4,1028.1,3.3,12.4,No,No
09/07/2009,Albury,-0.4,15,0.2,84,54,1032,1028.6,3.8,14.3,No,No
10/07/2009,Albury,0.1,13.5,0,93,62,1028.7,1023.8,4.8,13.4,No,No
11/07/2009,Albury,4.8,13.3,0.6,96,63,1020.5,1015.6,8.1,13.2,No,No
12/07/2009,Albury,8.1,16.5,0.6,77,53,1010.4,1007.7,11.6,15.4,No,No
13/07/2009,Albury,5.9,13.1,1,82,73,1007.6,1005.5,9,12.3,No,Yes
14/07/2009,Albury,6.9,11,6.8,94,75,1006.6,1005.8,7.5,10.1,Yes,Yes
15/07/2009,Albury,2.9,12.6,1.8,99,57,1010.5,1009.9,5.9,12.5,Yes,No
16/07/2009,Albury,-0.6,13.4,0,95,57,1015.6,1014.5,3.8,12.8,No,No
17/07/2009,Albury,-0.3,14.4,0.2,88,52,1022.4,1020.6,4.5,14.2,No,No
18/07/2009,Albury,-1,12,0,98,64,1023,1019.5,3.2,11.2,No,No
19/07/2009,Albury,3.2,14.1,0.6,94,65,1021.6,1019.8,7.8,13.5,No,No
20/07/2009,Albury,3.6,16.5,0.2,95,53,1023.1,1018.4,7.1,16.3,No,No
21/07/2009,Albury,0.8,17.7,0,87,46,1019.7,1013.4,6.6,17.6,No,No
22/07/2009,Albury,6.6,12.3,0,74,81,1009.5,1006.2,11.3,10.2,No,Yes
23/07/2009,Albury,6,13.5,9.8,83,58,1015.1,1018.4,8.5,12.9,Yes,No
24/07/2009,Albury,-0.1,12.9,0,87,58,1027.3,1025.4,3.7,11.6,No,No
25/07/2009,Albury,-0.3,12.2,0,95,61,1026.8,1022.7,2.5,10.8,No,No
26/07/2009,Albury,2.1,9.8,0,85,74,1018,1013.7,4.4,9.6,No,No
27/07/2009,Albury,1.3,8.8,0,99,91,1019.9,1019.9,4.2,7.3,No,Yes
28/07/2009,Albury,4.2,12.7,3.8,89,71,1024,1023.1,8.8,12,Yes,Yes
29/07/2009,Albury,8.3,13.2,2.4,98,81,1026,1025.4,9.3,12.1,Yes,No
30/07/2009,Albury,3.3,12.1,0.2,99,76,1025.8,1022.7,6.5,12,No,Yes
31/07/2009,Albury,6.5,14.5,5.2,81,61,1021.3,1021.5,11.6,12.7,Yes,No
01/08/2009,Albury,7.4,13.9,0.2,99,70,1026.8,1025.3,8.9,13.3,No,No
02/08/2009,Albury,7.5,14.1,0.8,94,65,1027.9,1024.8,10.5,13.3,No,No
03/08/2009,Albury,8.3,13.8,0.8,79,49,1023.1,1022.9,9.9,13.6,No,No
04/08/2009,Albury,3.2,14.7,0,91,53,1021.7,1018.9,5.7,14,No,Yes
05/08/2009,Albury,5.7,13.8,5.4,98,76,1022.2,1020.2,8.9,13.6,Yes,No
06/08/2009,Albury,5.1,17.1,0.4,99,58,1021.9,1016.7,8,16.6,No,No
07/08/2009,Albury,8,13.9,0.8,79,47,1012.8,1015.6,9.8,13.7,No,Yes
08/08/2009,Albury,-0.8,12.9,4.2,78,50,1026.4,1023,4.4,12.3,Yes,No
09/08/2009,Albury,-1,12.2,0,91,48,1021.6,1018.5,2,12.1,No,No
10/08/2009,Albury,1.9,14.8,0.2,72,60,1018.6,1014.7,5.9,12.6,No,No
11/08/2009,Albury,5.9,17.7,0.4,62,59,1009,1008.6,14.8,15.6,No,Yes
12/08/2009,Albury,6.9,14.3,4.8,99,74,1011.5,1010,9.1,13,Yes,No
13/08/2009,Albury,7.7,11.6,0.2,94,87,1015.7,1015.3,9.4,11.1,No,Yes
14/08/2009,Albury,6.8,15.2,1.2,99,61,1021.1,1019.1,9,14.7,Yes,No
15/08/2009,Albury,2.7,17.5,0.2,99,57,1021.2,1016.8,6.7,17,No,Yes
16/08/2009,Albury,5.1,15.5,1.6,79,70,1012.2,1006.4,11,14.3,Yes,Yes
17/08/2009,Albury,4.2,13.6,3.2,73,57,1018.2,1019.7,9.8,12.8,Yes,No
18/08/2009,Albury,0.6,15.6,0,85,58,1029.8,1027.2,6,14.4,No,No
19/08/2009,Albury,1.6,16.4,0,99,61,1027.7,1022.5,5.5,15.2,No,No
20/08/2009,Albury,5.5,18.4,0,78,51,1019.7,1014.3,11.1,17.3,No,No
21/08/2009,Albury,7.3,14.8,1,72,85,1004,1001.7,13.3,10.1,No,Yes
22/08/2009,Albury,0.2,14.1,6.6,90,57,1012,1009.6,5.8,12.9,Yes,Yes
23/08/2009,Albury,5.8,18.9,3.8,94,67,1011.5,1007.1,10.8,18.2,Yes,Yes
24/08/2009,Albury,8.9,17.1,1.2,68,52,1004.1,1001,13.2,16.4,Yes,Yes
25/08/2009,Albury,7.1,12.8,2,75,53,1009.6,1008.2,7.7,11.7,Yes,Yes
26/08/2009,Albury,4.2,14.4,3.6,83,56,1016.1,1014.4,6.9,13.6,Yes,No
27/08/2009,Albury,1.1,16.7,0.4,72,49,1018.5,1014.6,8.9,16.2,No,No
28/08/2009,Albury,1.1,18.6,0,87,51,1016.9,1013.3,7.2,17.6,No,Yes
29/08/2009,Albury,7.2,17.9,4.2,81,80,1002.6,996.9,13,17.5,Yes,Yes
30/08/2009,Albury,6.3,11.1,13.4,77,57,1014.2,1015.2,6.7,10.7,Yes,Yes
31/08/2009,Albury,6.7,14.2,1.4,90,72,1018.9,1016.8,9.7,13.9,Yes,Yes
01/09/2009,Albury,5.1,14.2,3,96,58,1023.2,1021.7,9.7,12.5,Yes,No
02/09/2009,Albury,1,16.8,0,82,45,1024.9,1020.2,7,16,No,No
03/09/2009,Albury,6.1,20.7,0,80,54,1016.6,1010.8,10.2,20.3,No,Yes
04/09/2009,Albury,6.3,16.9,1.4,85,58,1014.4,1012.3,12.5,15.5,Yes,No
05/09/2009,Albury,2.1,15,0,81,54,1019.5,1017.9,8.6,14.9,No,No
06/09/2009,Albury,1.6,16.6,0,79,47,1018.4,1011.4,8.3,15.4,No,No
07/09/2009,Albury,8.3,17.6,0,73,53,1005,1002.7,13.9,16.5,No,No
08/09/2009,Albury,5.7,16.5,0,90,59,1009.9,1009,9.4,15.3,No,No
09/09/2009,Albury,7.5,14.3,0,82,67,1012.8,1011.3,9.5,13.4,No,No
11/09/2009,Albury,NA,18.8,NA,83,46,1022.2,1018.2,8.7,18.1,NA,No
12/09/2009,Albury,6.5,24.7,0,70,39,1020,1015.4,13.2,24,No,No
13/09/2009,Albury,13.2,25.1,0,44,25,1017,1012.2,17.3,23.1,No,No
14/09/2009,Albury,4.3,17.8,0,60,29,1022.6,1019.9,10.9,17.1,No,No
15/09/2009,Albury,1.6,17.2,0,68,44,1022.5,1019.1,8.1,16.7,No,No
16/09/2009,Albury,2.8,21.1,0,74,39,1022.2,1016.8,11.2,20.7,No,No
17/09/2009,Albury,6.3,19,0,76,73,1013.8,1011.9,12.9,14,No,Yes
18/09/2009,Albury,7.4,20.4,10.2,75,54,1021.2,1018.6,12.9,20.3,Yes,No
19/09/2009,Albury,5.4,20.6,0,98,46,1018.8,1015,10.2,19.2,No,No
20/09/2009,Albury,8,18.9,0.4,79,50,1014.6,1013.7,14.3,16.8,No,No
